From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P21810,P21810,reviewed,PGS1_HUMAN,Biglycan (Bone/cartilage proteoglycan I) (PG-S1),BGN SLRR1A,Homo sapiens (Human),368,articular cartilage development [GO:0061975]; blood vessel remodeling [GO:0001974]; bone development [GO:0060348],cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133],cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133]; cytokine binding [GO:0019955]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; glycosaminoglycan binding [GO:0005539]; articular cartilage development [GO:0061975]; blood vessel remodeling [GO:0001974]; bone development [GO:0060348],cytokine binding [GO:0019955]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring compression resistance [GO:0030021]; glycosaminoglycan binding [GO:0005539]
Q9BUF5,Q9BUF5,reviewed,TBB6_HUMAN,Tubulin beta-6 chain (Tubulin beta class V),TUBB6,Homo sapiens (Human),446,microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278],cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleus [GO:0005634],cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]
P11171,P11171,reviewed,EPB41_HUMAN,Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1) (Erythrocyte membrane protein band 4.1),EPB41 E41P,Homo sapiens (Human),864,actin cytoskeleton organization [GO:0030036]; actomyosin structure organization [GO:0031032]; cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of protein localization to cell cortex [GO:1904778]; regulation of calcium ion transport [GO:0051924]; regulation of intestinal absorption [GO:1904478],basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cortical cytoskeleton [GO:0030863]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; mitotic spindle [GO:0072686]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; spectrin-associated cytoskeleton [GO:0014731],basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cortical cytoskeleton [GO:0030863]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; mitotic spindle [GO:0072686]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; spectrin-associated cytoskeleton [GO:0014731]; 1-phosphatidylinositol binding [GO:0005545]; actin binding [GO:0003779]; calmodulin binding [GO:0005516]; phosphoprotein binding [GO:0051219]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; actin cytoskeleton organization [GO:0030036]; actomyosin structure organization [GO:0031032]; cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of protein localization to cell cortex [GO:1904778]; regulation of calcium ion transport [GO:0051924]; regulation of intestinal absorption [GO:1904478],1-phosphatidylinositol binding [GO:0005545]; actin binding [GO:0003779]; calmodulin binding [GO:0005516]; phosphoprotein binding [GO:0051219]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]
P15531,P15531,reviewed,NDKA_HUMAN,Nucleoside diphosphate kinase A (NDP kinase A) (NDPK A) (EC 2.7.4.6) (Farnesyl diphosphate kinase NME1) (EC 2.7.4.18) (Histidine protein kinase NME1) (EC 2.7.13.3) (Metastasis inhibition factor nm23) (NM23-H1) (Non-specific serine/threonine protein kinase NME1) (EC 2.7.11.1) (Nucleoside diphoshate kinase 1) (NDK1) (Putative 3'-5'-DNA exonuclease NDK1) (EC 3.1.11.-) (Putative granzyme A-activated DNA endonuclease) (GAAD) (EC 3.1.24.-) (Tumor metastatic process-associated protein),NME1 NDPKA NM23,Homo sapiens (Human),152,acetyl-CoA catabolic process [GO:0046356]; apoptotic DNA fragmentation [GO:0006309]; cell differentiation [GO:0030154]; CTP biosynthetic process [GO:0006241]; DNA catabolic process [GO:0006308]; endocytosis [GO:0006897]; GTP biosynthetic process [GO:0006183]; isoprenoid metabolic process [GO:0006720]; ITP biosynthetic process [GO:0046042]; lactation [GO:0007595]; negative regulation of cell population proliferation [GO:0008285]; nervous system development [GO:0007399]; nucleoside diphosphate metabolic process [GO:0009132]; nucleoside triphosphate biosynthetic process [GO:0009142]; positive regulation of epithelial cell proliferation [GO:0050679]; protein hexamerization [GO:0034214]; regulation of apoptotic process [GO:0042981]; regulation of fatty acid biosynthetic process [GO:0042304]; UTP biosynthetic process [GO:0006228],cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; ruffle membrane [GO:0032587],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; ruffle membrane [GO:0032587]; 3'-5'-DNA exonuclease activity [GO:0008296]; acetyl-CoA binding [GO:1905502]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; coenzyme A binding [GO:0120225]; DNA binding [GO:0003677]; DNA endonuclease activity [GO:0004520]; DNA nuclease activity [GO:0004536]; farnesyl diphosphate kinase activity [GO:0047887]; GDP binding [GO:0019003]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; nucleoside diphosphate kinase activity [GO:0004550]; phosphotransferase activity, phosphate group as acceptor [GO:0016776]; protein histidine kinase activity [GO:0004673]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; succinyl-CoA binding [GO:0120226]; acetyl-CoA catabolic process [GO:0046356]; apoptotic DNA fragmentation [GO:0006309]; cell differentiation [GO:0030154]; CTP biosynthetic process [GO:0006241]; DNA catabolic process [GO:0006308]; endocytosis [GO:0006897]; GTP biosynthetic process [GO:0006183]; isoprenoid metabolic process [GO:0006720]; ITP biosynthetic process [GO:0046042]; lactation [GO:0007595]; negative regulation of cell population proliferation [GO:0008285]; nervous system development [GO:0007399]; nucleoside diphosphate metabolic process [GO:0009132]; nucleoside triphosphate biosynthetic process [GO:0009142]; positive regulation of epithelial cell proliferation [GO:0050679]; protein hexamerization [GO:0034214]; regulation of apoptotic process [GO:0042981]; regulation of fatty acid biosynthetic process [GO:0042304]; UTP biosynthetic process [GO:0006228]","3'-5'-DNA exonuclease activity [GO:0008296]; acetyl-CoA binding [GO:1905502]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; coenzyme A binding [GO:0120225]; DNA binding [GO:0003677]; DNA endonuclease activity [GO:0004520]; DNA nuclease activity [GO:0004536]; farnesyl diphosphate kinase activity [GO:0047887]; GDP binding [GO:0019003]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; nucleoside diphosphate kinase activity [GO:0004550]; phosphotransferase activity, phosphate group as acceptor [GO:0016776]; protein histidine kinase activity [GO:0004673]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; succinyl-CoA binding [GO:0120226]"
P21926,P21926,reviewed,CD9_HUMAN,CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9),CD9 MIC3 TSPAN29 GIG2,Homo sapiens (Human),228,cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; fusion of sperm to egg plasma membrane involved in single fertilization [GO:0007342]; glial cell migration [GO:0008347]; myoblast fusion involved in skeletal muscle regeneration [GO:0014905]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of platelet aggregation [GO:0090331]; oligodendrocyte development [GO:0014003]; paranodal junction assembly [GO:0030913]; platelet activation [GO:0030168]; receptor internalization [GO:0031623]; regulation of macrophage migration [GO:1905521]; sperm-egg recognition [GO:0035036],apical plasma membrane [GO:0016324]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; focal adhesion [GO:0005925]; membrane [GO:0016020]; plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]; protein-containing complex [GO:0032991],apical plasma membrane [GO:0016324]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; focal adhesion [GO:0005925]; membrane [GO:0016020]; plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]; protein-containing complex [GO:0032991]; integrin binding [GO:0005178]; cell adhesion [GO:0007155]; cell population proliferation [GO:0008283]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; fusion of sperm to egg plasma membrane involved in single fertilization [GO:0007342]; glial cell migration [GO:0008347]; myoblast fusion involved in skeletal muscle regeneration [GO:0014905]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of platelet aggregation [GO:0090331]; oligodendrocyte development [GO:0014003]; paranodal junction assembly [GO:0030913]; platelet activation [GO:0030168]; receptor internalization [GO:0031623]; regulation of macrophage migration [GO:1905521]; sperm-egg recognition [GO:0035036],integrin binding [GO:0005178]
P00492,P00492,reviewed,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8),HPRT1 HPRT,Homo sapiens (Human),218,adenine metabolic process [GO:0046083]; AMP salvage [GO:0044209]; central nervous system neuron development [GO:0021954]; cerebral cortex neuron differentiation [GO:0021895]; dendrite morphogenesis [GO:0048813]; dopamine metabolic process [GO:0042417]; dopaminergic neuron differentiation [GO:0071542]; GMP catabolic process [GO:0046038]; GMP salvage [GO:0032263]; grooming behavior [GO:0007625]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; hypoxanthine salvage [GO:0043103]; IMP metabolic process [GO:0046040]; IMP salvage [GO:0032264]; locomotory behavior [GO:0007626]; lymphocyte proliferation [GO:0046651]; positive regulation of dopamine metabolic process [GO:0045964]; protein homotetramerization [GO:0051289]; purine nucleotide biosynthetic process [GO:0006164]; purine ribonucleoside salvage [GO:0006166]; response to amphetamine [GO:0001975]; striatum development [GO:0021756]; T cell mediated cytotoxicity [GO:0001913],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; sperm annulus [GO:0097227]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; sperm annulus [GO:0097227]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; adenine metabolic process [GO:0046083]; AMP salvage [GO:0044209]; central nervous system neuron development [GO:0021954]; cerebral cortex neuron differentiation [GO:0021895]; dendrite morphogenesis [GO:0048813]; dopamine metabolic process [GO:0042417]; dopaminergic neuron differentiation [GO:0071542]; GMP catabolic process [GO:0046038]; GMP salvage [GO:0032263]; grooming behavior [GO:0007625]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; hypoxanthine salvage [GO:0043103]; IMP metabolic process [GO:0046040]; IMP salvage [GO:0032264]; locomotory behavior [GO:0007626]; lymphocyte proliferation [GO:0046651]; positive regulation of dopamine metabolic process [GO:0045964]; protein homotetramerization [GO:0051289]; purine nucleotide biosynthetic process [GO:0006164]; purine ribonucleoside salvage [GO:0006166]; response to amphetamine [GO:0001975]; striatum development [GO:0021756]; T cell mediated cytotoxicity [GO:0001913],guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]
Q16181,Q16181,reviewed,SEPT7_HUMAN,Septin-7 (CDC10 protein homolog),SEPTIN7 CDC10 SEPT7,Homo sapiens (Human),437,cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; intracellular protein localization [GO:0008104]; positive regulation of non-motile cilium assembly [GO:1902857]; regulation of embryonic cell shape [GO:0016476]; spermatogenesis [GO:0007283],axoneme [GO:0005930]; cell division site [GO:0032153]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; septin complex [GO:0031105]; septin ring [GO:0005940]; sperm annulus [GO:0097227]; spindle [GO:0005819]; stress fiber [GO:0001725],axoneme [GO:0005930]; cell division site [GO:0032153]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; septin complex [GO:0031105]; septin ring [GO:0005940]; sperm annulus [GO:0097227]; spindle [GO:0005819]; stress fiber [GO:0001725]; cadherin binding [GO:0045296]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; structural molecule activity [GO:0005198]; cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; intracellular protein localization [GO:0008104]; positive regulation of non-motile cilium assembly [GO:1902857]; regulation of embryonic cell shape [GO:0016476]; spermatogenesis [GO:0007283],cadherin binding [GO:0045296]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; structural molecule activity [GO:0005198]
Q9UMS6,Q9UMS6,reviewed,SYNP2_HUMAN,Synaptopodin-2 (Genethonin-2) (Myopodin),SYNPO2,Homo sapiens (Human),1093,positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of cell migration [GO:0030335]; regulation of Rho-dependent protein serine/threonine kinase activity [GO:2000298],actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; stress fiber [GO:0001725]; Z disc [GO:0030018]; 14-3-3 protein binding [GO:0071889]; actin binding [GO:0003779]; alpha-actinin binding [GO:0051393]; filamin binding [GO:0031005]; muscle alpha-actinin binding [GO:0051371]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of cell migration [GO:0030335]; regulation of Rho-dependent protein serine/threonine kinase activity [GO:2000298],14-3-3 protein binding [GO:0071889]; actin binding [GO:0003779]; alpha-actinin binding [GO:0051393]; filamin binding [GO:0031005]; muscle alpha-actinin binding [GO:0051371]
P61956,P61956,reviewed,SUMO2_HUMAN,Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B),SUMO2 SMT3B SMT3H2,Homo sapiens (Human),95,positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein sumoylation [GO:0016925],GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523],GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; protein tag activity [GO:0031386]; RNA binding [GO:0003723]; SUMO transferase activity [GO:0019789]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-like protein ligase binding [GO:0044389]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein sumoylation [GO:0016925],protein tag activity [GO:0031386]; RNA binding [GO:0003723]; SUMO transferase activity [GO:0019789]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-like protein ligase binding [GO:0044389]
Q9H223,Q9H223,reviewed,EHD4_HUMAN,EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4),EHD4 HCA10 HCA11 PAST4 FKSG7,Homo sapiens (Human),541,cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to growth factor stimulus [GO:0071363]; cilium assembly [GO:0060271]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; pinocytosis [GO:0006907]; protein homooligomerization [GO:0051260]; protein localization to plasma membrane [GO:0072659]; regulation of endocytosis [GO:0030100],adherens junction [GO:0005912]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038],adherens junction [GO:0005912]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; nucleic acid binding [GO:0003676]; protein-macromolecule adaptor activity [GO:0030674]; cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to growth factor stimulus [GO:0071363]; cilium assembly [GO:0060271]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; pinocytosis [GO:0006907]; protein homooligomerization [GO:0051260]; protein localization to plasma membrane [GO:0072659]; regulation of endocytosis [GO:0030100],ATP binding [GO:0005524]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; nucleic acid binding [GO:0003676]; protein-macromolecule adaptor activity [GO:0030674]
P02751,P02751,reviewed,FINC_HUMAN,Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3],FN1 FN,Homo sapiens (Human),2477,"acute-phase response [GO:0006953]; angiogenesis [GO:0001525]; autophagy [GO:0006914]; biological process involved in interaction with symbiont [GO:0051702]; blood coagulation, fibrin clot formation [GO:0072378]; calcium-independent cell-matrix adhesion [GO:0007161]; cell adhesion [GO:0007155]; cell-matrix adhesion [GO:0007160]; cell-substrate junction assembly [GO:0007044]; endodermal cell differentiation [GO:0035987]; endothelial cell migration [GO:0043542]; enteric nervous system development [GO:0048484]; heart development [GO:0007507]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of autophagy [GO:0010507]; negative regulation of monocyte activation [GO:0150102]; negative regulation of transforming growth factor beta production [GO:0071635]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neural crest cell migration involved in autonomic nervous system development [GO:1901166]; positive regulation of axon extension [GO:0045773]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of gene expression [GO:0010628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of substrate-dependent cell migration, cell attachment to substrate [GO:1904237]; regulation of cell shape [GO:0008360]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of protein phosphorylation [GO:0001932]; response to muscle activity [GO:0014850]; response to wounding [GO:0009611]; substrate adhesion-dependent cell spreading [GO:0034446]",apical plasma membrane [GO:0016324]; basement membrane [GO:0005604]; blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093],"apical plasma membrane [GO:0016324]; basement membrane [GO:0005604]; blood microparticle [GO:0072562]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]; collagen binding [GO:0005518]; extracellular matrix structural constituent [GO:0005201]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; peptidase activator activity [GO:0016504]; protease binding [GO:0002020]; proteoglycan binding [GO:0043394]; receptor ligand activity [GO:0048018]; signaling receptor binding [GO:0005102]; acute-phase response [GO:0006953]; angiogenesis [GO:0001525]; autophagy [GO:0006914]; biological process involved in interaction with symbiont [GO:0051702]; blood coagulation, fibrin clot formation [GO:0072378]; calcium-independent cell-matrix adhesion [GO:0007161]; cell adhesion [GO:0007155]; cell-matrix adhesion [GO:0007160]; cell-substrate junction assembly [GO:0007044]; endodermal cell differentiation [GO:0035987]; endothelial cell migration [GO:0043542]; enteric nervous system development [GO:0048484]; heart development [GO:0007507]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of autophagy [GO:0010507]; negative regulation of monocyte activation [GO:0150102]; negative regulation of transforming growth factor beta production [GO:0071635]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neural crest cell migration involved in autonomic nervous system development [GO:1901166]; positive regulation of axon extension [GO:0045773]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of gene expression [GO:0010628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of substrate-dependent cell migration, cell attachment to substrate [GO:1904237]; regulation of cell shape [GO:0008360]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of protein phosphorylation [GO:0001932]; response to muscle activity [GO:0014850]; response to wounding [GO:0009611]; substrate adhesion-dependent cell spreading [GO:0034446]",collagen binding [GO:0005518]; extracellular matrix structural constituent [GO:0005201]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; peptidase activator activity [GO:0016504]; protease binding [GO:0002020]; proteoglycan binding [GO:0043394]; receptor ligand activity [GO:0048018]; signaling receptor binding [GO:0005102]
Q86VP6,Q86VP6,reviewed,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1),CAND1 KIAA0829 TIP120 TIP120A,Homo sapiens (Human),1230,cell differentiation [GO:0030154]; negative regulation of catalytic activity [GO:0043086]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; protein ubiquitination [GO:0016567]; SCF complex assembly [GO:0010265],cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; ubiquitin ligase complex [GO:0000151],cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; ubiquitin ligase complex [GO:0000151]; TBP-class protein binding [GO:0017025]; cell differentiation [GO:0030154]; negative regulation of catalytic activity [GO:0043086]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; protein ubiquitination [GO:0016567]; SCF complex assembly [GO:0010265],TBP-class protein binding [GO:0017025]
