From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P45954,P45954,reviewed,ACDSB_HUMAN,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.1) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase) (EC 1.3.8.5)",ACADSB,Homo sapiens (Human),432,fatty acid metabolic process [GO:0006631]; L-isoleucine catabolic process [GO:0006550],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; identical protein binding [GO:0042802]; short-chain 2-methyl fatty acyl-CoA dehydrogenase activity [GO:0003853]; short-chain fatty acyl-CoA dehydrogenase activity [GO:0016937]; fatty acid metabolic process [GO:0006631]; L-isoleucine catabolic process [GO:0006550],acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; identical protein binding [GO:0042802]; short-chain 2-methyl fatty acyl-CoA dehydrogenase activity [GO:0003853]; short-chain fatty acyl-CoA dehydrogenase activity [GO:0016937]
Q12988,Q12988,reviewed,HSPB3_HUMAN,Heat shock protein beta-3 (HspB3) (Heat shock 17 kDa protein) (HSP 17) (Heat shock protein family B member 3) (Protein 3),HSPB3 HSP27 HSPL27,Homo sapiens (Human),150,response to unfolded protein [GO:0006986],cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634],cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; response to unfolded protein [GO:0006986],
Q13698,Q13698,reviewed,CAC1S_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)",CACNA1S CACH1 CACN1 CACNL1A3,Homo sapiens (Human),1873,calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular response to caffeine [GO:0071313]; endoplasmic reticulum organization [GO:0007029]; extraocular skeletal muscle development [GO:0002074]; muscle contraction [GO:0006936]; myoblast fusion [GO:0007520]; neuromuscular junction development [GO:0007528]; positive regulation of muscle contraction [GO:0045933]; release of sequestered calcium ion into cytosol [GO:0051209]; skeletal muscle adaptation [GO:0043501]; skeletal muscle fiber development [GO:0048741]; skeletal system development [GO:0001501]; striated muscle contraction [GO:0006941],cytoplasm [GO:0005737]; I band [GO:0031674]; L-type voltage-gated calcium channel complex [GO:1990454]; plasma membrane [GO:0005886]; sarcoplasmic reticulum [GO:0016529]; T-tubule [GO:0030315]; voltage-gated calcium channel complex [GO:0005891],cytoplasm [GO:0005737]; I band [GO:0031674]; L-type voltage-gated calcium channel complex [GO:1990454]; plasma membrane [GO:0005886]; sarcoplasmic reticulum [GO:0016529]; T-tubule [GO:0030315]; voltage-gated calcium channel complex [GO:0005891]; calmodulin binding [GO:0005516]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; molecular function activator activity [GO:0140677]; small molecule binding [GO:0036094]; voltage-gated calcium channel activity [GO:0005245]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular response to caffeine [GO:0071313]; endoplasmic reticulum organization [GO:0007029]; extraocular skeletal muscle development [GO:0002074]; muscle contraction [GO:0006936]; myoblast fusion [GO:0007520]; neuromuscular junction development [GO:0007528]; positive regulation of muscle contraction [GO:0045933]; release of sequestered calcium ion into cytosol [GO:0051209]; skeletal muscle adaptation [GO:0043501]; skeletal muscle fiber development [GO:0048741]; skeletal system development [GO:0001501]; striated muscle contraction [GO:0006941],calmodulin binding [GO:0005516]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; molecular function activator activity [GO:0140677]; small molecule binding [GO:0036094]; voltage-gated calcium channel activity [GO:0005245]
Q96MG2,Q96MG2,reviewed,JSPR1_HUMAN,Junctional sarcoplasmic reticulum protein 1 (Junctional-face membrane protein of 45 kDa homolog) (JP-45),JSRP1 JP45,Homo sapiens (Human),331,skeletal muscle contraction [GO:0003009],sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017],sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; skeletal muscle contraction [GO:0003009],
Q15124,Q15124,reviewed,PGM5_HUMAN,Phosphoglucomutase-like protein 5 (Aciculin) (Phosphoglucomutase-related protein) (PGM-RP),PGM5 PGMRP,Homo sapiens (Human),567,carbohydrate metabolic process [GO:0005975]; cell adhesion [GO:0007155]; myofibril assembly [GO:0030239]; striated muscle tissue development [GO:0014706],adherens junction [GO:0005912]; cell-substrate junction [GO:0030055]; costamere [GO:0043034]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; dystrophin-associated glycoprotein complex [GO:0016010]; focal adhesion [GO:0005925]; intercalated disc [GO:0014704]; sarcolemma [GO:0042383]; spot adherens junction [GO:0005914]; stress fiber [GO:0001725]; Z disc [GO:0030018],adherens junction [GO:0005912]; cell-substrate junction [GO:0030055]; costamere [GO:0043034]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; dystrophin-associated glycoprotein complex [GO:0016010]; focal adhesion [GO:0005925]; intercalated disc [GO:0014704]; sarcolemma [GO:0042383]; spot adherens junction [GO:0005914]; stress fiber [GO:0001725]; Z disc [GO:0030018]; intramolecular phosphotransferase activity [GO:0016868]; magnesium ion binding [GO:0000287]; structural molecule activity [GO:0005198]; carbohydrate metabolic process [GO:0005975]; cell adhesion [GO:0007155]; myofibril assembly [GO:0030239]; striated muscle tissue development [GO:0014706],intramolecular phosphotransferase activity [GO:0016868]; magnesium ion binding [GO:0000287]; structural molecule activity [GO:0005198]
Q99807,Q99807,reviewed,COQ7_HUMAN,"NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial (EC 1.14.13.253) (3-demethoxyubiquinone 3-hydroxylase (NADH)) (Timing protein clk-1 homolog) (Ubiquinone biosynthesis monooxygenase COQ7)",COQ7,Homo sapiens (Human),217,determination of adult lifespan [GO:0008340]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of reactive oxygen species metabolic process [GO:2000377]; ubiquinone biosynthetic process [GO:0006744],chromosome [GO:0005694]; extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ubiquinone biosynthesis complex [GO:0110142],chromosome [GO:0005694]; extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ubiquinone biosynthesis complex [GO:0110142]; 3-demethoxyubiquinone 3-hydroxylase (NADH) activity [GO:0160224]; chromatin binding [GO:0003682]; metal ion binding [GO:0046872]; determination of adult lifespan [GO:0008340]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of reactive oxygen species metabolic process [GO:2000377]; ubiquinone biosynthetic process [GO:0006744],3-demethoxyubiquinone 3-hydroxylase (NADH) activity [GO:0160224]; chromatin binding [GO:0003682]; metal ion binding [GO:0046872]
Q7Z406,Q7Z406,reviewed,MYH14_HUMAN,"Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)",MYH14 KIAA2034 FP17425,Homo sapiens (Human),1995,actin filament-based movement [GO:0030048]; actomyosin structure organization [GO:0031032]; mitochondrion organization [GO:0007005]; mitotic cytokinesis [GO:0000281]; neuronal action potential [GO:0019228]; regulation of cell shape [GO:0008360]; sensory perception of sound [GO:0007605]; skeletal muscle contraction [GO:0003009]; skeletal muscle tissue development [GO:0007519]; vocalization behavior [GO:0071625],actomyosin [GO:0042641]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; growth cone [GO:0030426]; membrane [GO:0016020]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; myosin II filament [GO:0097513]; stress fiber [GO:0001725],actomyosin [GO:0042641]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; growth cone [GO:0030426]; membrane [GO:0016020]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; myosin II filament [GO:0097513]; stress fiber [GO:0001725]; actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; actin filament-based movement [GO:0030048]; actomyosin structure organization [GO:0031032]; mitochondrion organization [GO:0007005]; mitotic cytokinesis [GO:0000281]; neuronal action potential [GO:0019228]; regulation of cell shape [GO:0008360]; sensory perception of sound [GO:0007605]; skeletal muscle contraction [GO:0003009]; skeletal muscle tissue development [GO:0007519]; vocalization behavior [GO:0071625],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]
Q9NR28,Q9NR28,reviewed,DBLOH_HUMAN,"Diablo IAP-binding mitochondrial protein (Diablo homolog, mitochondrial) (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspases) (SMAC) [Cleaved into: Diablo IAP-binding mitochondrial protein, cleaved form]",DIABLO SMAC,Homo sapiens (Human),239,apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065],CD40 receptor complex [GO:0035631]; centriole [GO:0005814]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228],CD40 receptor complex [GO:0035631]; centriole [GO:0005814]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065],
Q9NZJ6,Q9NZJ6,reviewed,COQ3_HUMAN,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)",COQ3 UG0215E05,Homo sapiens (Human),369,glycerol metabolic process [GO:0006071]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744],extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ubiquinone biosynthesis complex [GO:0110142],extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ubiquinone biosynthesis complex [GO:0110142]; 3-demethylubiquinol 3-O-methyltransferase activity [GO:0061542]; 3-demethylubiquinone 3-O-methyltransferase activity [GO:0120537]; O-methyltransferase activity [GO:0008171]; polyprenyldihydroxybenzoate methyltransferase activity [GO:0010420]; glycerol metabolic process [GO:0006071]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744],3-demethylubiquinol 3-O-methyltransferase activity [GO:0061542]; 3-demethylubiquinone 3-O-methyltransferase activity [GO:0120537]; O-methyltransferase activity [GO:0008171]; polyprenyldihydroxybenzoate methyltransferase activity [GO:0010420]
Q16762,Q16762,reviewed,THTR_HUMAN,Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese),TST,Homo sapiens (Human),297,cyanate catabolic process [GO:0009440]; epithelial cell differentiation [GO:0030855]; rRNA import into mitochondrion [GO:0035928]; rRNA transport [GO:0051029]; sulfur amino acid catabolic process [GO:0000098],extracellular space [GO:0005615]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],extracellular space [GO:0005615]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 3-mercaptopyruvate sulfurtransferase activity [GO:0016784]; 5S rRNA binding [GO:0008097]; thiosulfate-cyanide sulfurtransferase activity [GO:0004792]; cyanate catabolic process [GO:0009440]; epithelial cell differentiation [GO:0030855]; rRNA import into mitochondrion [GO:0035928]; rRNA transport [GO:0051029]; sulfur amino acid catabolic process [GO:0000098],3-mercaptopyruvate sulfurtransferase activity [GO:0016784]; 5S rRNA binding [GO:0008097]; thiosulfate-cyanide sulfurtransferase activity [GO:0004792]
Q6IAN0,Q6IAN0,reviewed,PEXRP_HUMAN,Peroxisomal reductase activating PPAR-gamma (PexRAP) (EC 1.1.1.101) (Dehydrogenase/reductase SDR family member 7B) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1),DHRS7B SDR32C1 CGI-93 UNQ212/PRO238,Homo sapiens (Human),325,ether lipid biosynthetic process [GO:0008611],endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; peroxisomal membrane [GO:0005778],endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; peroxisomal membrane [GO:0005778]; acylglycerone-phosphate reductase (NADP+) activity [GO:0000140]; ether lipid biosynthetic process [GO:0008611],acylglycerone-phosphate reductase (NADP+) activity [GO:0000140]
Q13554,Q13554,reviewed,KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17),CAMK2B CAM2 CAMK2 CAMKB,Homo sapiens (Human),666,cell differentiation [GO:0030154]; long-term synaptic potentiation [GO:0060291]; nervous system development [GO:0007399]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of neuron projection development [GO:0010976]; positive regulation of synapse maturation [GO:0090129]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of calcium ion transport [GO:0051924]; regulation of dendritic spine development [GO:0060998]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of neuron migration [GO:2001222]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of skeletal muscle adaptation [GO:0014733]; regulation of synapse structural plasticity [GO:0051823]; signal transduction [GO:0007165],calcium- and calmodulin-dependent protein kinase complex [GO:0005954]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; sarcoplasmic reticulum membrane [GO:0033017],calcium- and calmodulin-dependent protein kinase complex [GO:0005954]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; sarcoplasmic reticulum membrane [GO:0033017]; actin binding [GO:0003779]; ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; cell differentiation [GO:0030154]; long-term synaptic potentiation [GO:0060291]; nervous system development [GO:0007399]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of neuron projection development [GO:0010976]; positive regulation of synapse maturation [GO:0090129]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of calcium ion transport [GO:0051924]; regulation of dendritic spine development [GO:0060998]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of neuron migration [GO:2001222]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of skeletal muscle adaptation [GO:0014733]; regulation of synapse structural plasticity [GO:0051823]; signal transduction [GO:0007165],actin binding [GO:0003779]; ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]
P55060,P55060,reviewed,XPO2_HUMAN,Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter),CSE1L CAS XPO2,Homo sapiens (Human),971,protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; nuclear export signal receptor activity [GO:0005049]; small GTPase binding [GO:0031267]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606],nuclear export signal receptor activity [GO:0005049]; small GTPase binding [GO:0031267]
Q00059,Q00059,reviewed,TFAM_HUMAN,"Transcription factor A, mitochondrial (mtTFA) (Mitochondrial transcription factor 1) (MtTF1) (Transcription factor 6) (TCF-6) (Transcription factor 6-like 2)",TFAM TCF6 TCF6L2,Homo sapiens (Human),246,mitochondrial respiratory chain complex assembly [GO:0033108]; mitochondrial transcription [GO:0006390]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; transcription initiation at mitochondrial promoter [GO:0006391],cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; chromatin binding [GO:0003682]; heat shock protein binding [GO:0031072]; mitochondrial promoter sequence-specific DNA binding [GO:0001018]; mitochondrial transcription factor activity [GO:0034246]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; transcription coactivator binding [GO:0001223]; mitochondrial respiratory chain complex assembly [GO:0033108]; mitochondrial transcription [GO:0006390]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; transcription initiation at mitochondrial promoter [GO:0006391],chromatin binding [GO:0003682]; heat shock protein binding [GO:0031072]; mitochondrial promoter sequence-specific DNA binding [GO:0001018]; mitochondrial transcription factor activity [GO:0034246]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; transcription coactivator binding [GO:0001223]
Q8N4T8,Q8N4T8,reviewed,CBR4_HUMAN,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (Carbonyl reductase family member 4) (CBR4) (Quinone reductase CBR4) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 45C member 1),CBR4 SDR45C1,Homo sapiens (Human),237,daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; fatty acid biosynthetic process [GO:0006633]; fatty-acyl-CoA biosynthetic process [GO:0046949]; protein heterotetramerization [GO:0051290]; protein homotetramerization [GO:0051289],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204],"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; NADPH binding [GO:0070402]; NADPH dehydrogenase (quinone) activity [GO:0008753]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; fatty acid biosynthetic process [GO:0006633]; fatty-acyl-CoA biosynthetic process [GO:0046949]; protein heterotetramerization [GO:0051290]; protein homotetramerization [GO:0051289]","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; NADPH binding [GO:0070402]; NADPH dehydrogenase (quinone) activity [GO:0008753]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; quinone binding [GO:0048038]"
Q9HCP6,Q9HCP6,reviewed,HHATL_HUMAN,Protein-cysteine N-palmitoyltransferase HHAT-like protein (Glycerol uptake/transporter homolog) (Hedgehog acyltransferase-like protein),HHATL C3orf3 GUP1 KIAA1173,Homo sapiens (Human),504,negative regulation of N-terminal protein palmitoylation [GO:0060262]; regulation of protein modification process [GO:0031399],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; perinuclear region of cytoplasm [GO:0048471],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; perinuclear region of cytoplasm [GO:0048471]; negative regulation of N-terminal protein palmitoylation [GO:0060262]; regulation of protein modification process [GO:0031399],
Q02252,Q02252,reviewed,MMSA_HUMAN,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1) (Malonate-semialdehyde dehydrogenase [acylating])",ALDH6A1 MMSDH,Homo sapiens (Human),535,branched-chain amino acid catabolic process [GO:0009083]; brown fat cell differentiation [GO:0050873]; L-valine catabolic process [GO:0006574]; thymine catabolic process [GO:0006210]; thymine metabolic process [GO:0019859]; valine metabolic process [GO:0006573],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]; RNA binding [GO:0003723]; branched-chain amino acid catabolic process [GO:0009083]; brown fat cell differentiation [GO:0050873]; L-valine catabolic process [GO:0006574]; thymine catabolic process [GO:0006210]; thymine metabolic process [GO:0019859]; valine metabolic process [GO:0006573]","methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]; RNA binding [GO:0003723]"
Q8N3L3,Q8N3L3,reviewed,TXLNB_HUMAN,Beta-taxilin (Muscle-derived protein 77) (hMDP77),TXLNB C6orf198 MDP77,Homo sapiens (Human),684,,cytoplasm [GO:0005737],cytoplasm [GO:0005737]; syntaxin binding [GO:0019905],syntaxin binding [GO:0019905]
Q13508,Q13508,reviewed,NAR3_HUMAN,Ecto-ADP-ribosyltransferase 3 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3),ART3 TMART,Homo sapiens (Human),389,,extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552],extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; NAD+ poly-ADP-ribosyltransferase activity [GO:0003950]; NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; nucleotidyltransferase activity [GO:0016779],NAD+ poly-ADP-ribosyltransferase activity [GO:0003950]; NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; nucleotidyltransferase activity [GO:0016779]
Q14249,Q14249,reviewed,NUCG_HUMAN,"Endonuclease G, mitochondrial (Endo G) (EC 3.1.30.-)",ENDOG,Homo sapiens (Human),297,apoptotic DNA fragmentation [GO:0006309]; cellular response to calcium ion [GO:0071277]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to oxidative stress [GO:0034599]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; in utero embryonic development [GO:0001701]; mitochondrial DNA catabolic process [GO:0032043]; negative regulation of TOR signaling [GO:0032007]; positive regulation of apoptotic DNA fragmentation [GO:1902512]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]; positive regulation of mitochondrial DNA replication [GO:0090297]; response to antibiotic [GO:0046677]; response to estradiol [GO:0032355]; response to mechanical stimulus [GO:0009612]; response to tumor necrosis factor [GO:0034612],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; DNA endonuclease activity [GO:0004520]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; protein homodimerization activity [GO:0042803]; RNA endonuclease activity [GO:0004521]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]; apoptotic DNA fragmentation [GO:0006309]; cellular response to calcium ion [GO:0071277]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to oxidative stress [GO:0034599]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; in utero embryonic development [GO:0001701]; mitochondrial DNA catabolic process [GO:0032043]; negative regulation of TOR signaling [GO:0032007]; positive regulation of apoptotic DNA fragmentation [GO:1902512]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]; positive regulation of mitochondrial DNA replication [GO:0090297]; response to antibiotic [GO:0046677]; response to estradiol [GO:0032355]; response to mechanical stimulus [GO:0009612]; response to tumor necrosis factor [GO:0034612],DNA endonuclease activity [GO:0004520]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; protein homodimerization activity [GO:0042803]; RNA endonuclease activity [GO:0004521]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
